AlunoID,Código,Disciplina,Unidade 1,Unidade 2,Unidade 3,Unidade 4,Unidade 5,Prova Final,Resultado,Faltas,Situação
6,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"10,0","9,5","9,5",,,,"9,7",0,AM
6,DC/CCN058,SISTEMAS EMBARCADOS,"9,0","10,0","10,0",,,,"9,7",0,AM
6,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"8,0","8,6","9,2",,,,"8,6",6,AM
6,DC/CCN035,REDES DE COMPUTADORES,"8,1","9,6","6,6",,,,"8,1",4,AM
6,DC/CCN033,SISTEMAS OPERACIONAIS,"6,7","8,5","9,1",,,,"8,1",6,AM
6,DC/CCN030,TEORIA DA COMPUTAÇÃO,"7,5","8,7","8,1",,,,"8,1",6,AM
6,DC/CCN031,ARQUITETURA DE COMPUTADORES,"7,3","7,0","7,5",,,,"7,3",2,AM
6,DC/CCN032,COMPUTAÇÃO GRÁFICA,"9,5","7,4","10,0",,,,"9,0",6,AM
6,DC/CCN034,PROGRAMAÇÃO LINEAR,"5,2","9,5","9,2",,,,"8,0",0,AM
6,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"6,8","8,6","7,4",,,,"7,6",4,AM
6,DMAT/CCN034,ÁLGEBRA LINEAR,"10,0","7,0","6,3",,,,"7,8",0,AM
6,DC/CCN031,ARQUITETURA DE COMPUTADORES,"7,0","0,0","0,0",,,,"2,3",0,RN
6,DC/CCN025,BANCO DE DADOS,"10,0","9,0","10,0",,,,"9,7",0,AM
6,DC/CCN027,INTERFACE HUMANO COMPUTADOR,"9,8","10,0","9,6",,,,"9,8",0,AM
6,CGBEST/CCN013,PROBABILIDADE E ESTATÍSTICA,"8,7","9,4","9,4",,,,"9,2",0,AM
6,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"8,8","10,0","10,0",,,,"9,6",0,AM
6,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"9,4","9,3","9,2",,,,"9,3",0,AM
6,DC/CCN029,CIRCUITOS DIGITAIS,"9,4","8,7","10,0",,,,"9,4",4,AM
6,DC/CCN022,ESTRUTURAS DE DADOS,"7,5","9,8","9,0",,,,"8,8",8,AM
6,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"9,9","7,3","8,0",,,,"8,4",6,AM
6,DMAT/CCN035,MATEMÁTICA DISCRETA,"7,0","7,0","8,0",,,,"7,3",0,AM
6,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"5,0","10,0","10,0",,,,"8,3",6,AM
6,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"7,5","10,0","8,5",,,,"8,7",0,AM
6,DC/CCN021,INFORMÁTICA E SOCIEDADE,"9,1","9,1","9,1",,,,"9,1",0,AM
6,CLE/CCHL002,INGLÊS TÉCNICO E CIENTÍFICO,"9,3","8,3","10,0",,,,"9,2",4,AM
6,DC/CCN019,INTRODUÇÃO À LÓGICA,"9,8","9,5","10,0",,,,"9,8",0,AM
6,DFIL/CCHL009,INTRODUÇÃO À METODOLOGIA CIENTÍFICA,"10,0","10,0","10,0",,,,"10,0",0,AM
6,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"9,1","9,1","9,1",,,,"9,1",0,AM
6,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"9,3",,,,,,"9,3",2,AM
7,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"8,9","7,0","7,4",,,,"7,8",8,AM
7,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"7,1","5,8","8,8",,,,"7,2",10,AM
7,DC/CCN030,TEORIA DA COMPUTAÇÃO,"3,2","7,6","3,8",,,"8,2","6,6",10,AM
7,DC/CCN071,TÓPICOS EM ENGENHARIA DE SOFTWARE,"9,0","10,0","9,5",,,,"9,5",8,AM
7,DC/CCN074,TÓPICOS EM REDES DE COMPUTADORES,"7,8","10,0","10,0",,,,"9,3",4,AM
7,DC/CCN045,BANCOS DE DADOS RELACIONAIS,"7,8","4,8","8,5",,,,"7,0",2,AM
7,DC/CCN032,COMPUTAÇÃO GRÁFICA,"7,6","6,7","9,0",,,,"7,8",10,AM
7,CGBEST/CCN013,PROBABILIDADE E ESTATÍSTICA,"5,2","7,2","10,0",,,,"7,5",2,AM
7,DC/CCN061,PROCESSAMENTO DE LINGUAGEM NATURAL,"8,7","8,0","8,5",,,,"8,4",8,AM
7,DC/CCN040,SEGURANÇA EM SISTEMAS,"6,0","7,6","7,3",,,,"7,0",12,AM
7,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"8,5","8,5","7,0",,,,"8,0",12,AM
7,DC/CCN044,ENGENHARIA DE SOFTWARE II,"10,0","8,0","8,5",,,,"8,8",6,AM
7,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"5,1","4,4","3,5",,,"9,0","6,6",12,AM
7,DC/CCN033,SISTEMAS OPERACIONAIS,"9,0","10,0","10,0",,,,"9,7",10,AM
7,DC/CCN039,ENGENHARIA DE SOFTWARE I,"7,0","10,0","8,3",,,,"8,4",12,AM
7,DC/CCN030,TEORIA DA COMPUTAÇÃO,"3,3","5,3","0,5",,,,"3,0",6,RN
7,DC/CCN081,VISÃO COMPUTACIONAL,"5,8","9,8","9,4",,,,"8,3",2,AM
7,DC/CCN039,ENGENHARIA DE SOFTWARE I,"6,5","4,0","3,7",,,"9,2","7,0",11,AM
7,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"5,3","6,9","8,7",,,,"7,0",12,AM
7,DC/CCN030,TEORIA DA COMPUTAÇÃO,"0,0","0,0","0,0",,,,"0,0",18,RF
7,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"4,2","6,3","7,3",,,"9,7","7,8",8,AM
7,DC/CCN034,PROGRAMAÇÃO LINEAR,"5,0","7,5","6,4",,,"7,3","6,8",0,AM
7,DC/CCN035,REDES DE COMPUTADORES,"3,7","6,6","6,9",,,"9,7","7,7",2,AM
7,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"8,0","5,0","9,5",,,,"7,5",0,AM
7,DMAT/CCN034,ÁLGEBRA LINEAR,"4,0","4,0","5,0",,,"9,7","7,0",0,AM
7,DC/CCN031,ARQUITETURA DE COMPUTADORES,"7,0","6,5","6,5",,,"0,9","3,8",0,RN
7,DC/CCN025,BANCO DE DADOS,"10,0","9,0","9,0",,,,"9,3",0,AM
7,DC/CCN027,INTERFACE HUMANO COMPUTADOR,"9,0","9,0","9,6",,,,"9,2",0,AM
7,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"8,2","8,5","5,5",,,,"7,4",0,AM
7,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"9,0","9,2","9,4",,,,"9,2",0,AM
7,DC/CCN029,CIRCUITOS DIGITAIS,"9,6","6,6","10,0",,,,"8,7",0,AM
7,DC/CCN022,ESTRUTURAS DE DADOS,"7,5","6,5","8,0",,,,"7,3",6,AM
7,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"7,5","5,8","4,0",,,"6,9","6,4",0,AM
7,DMAT/CCN035,MATEMÁTICA DISCRETA,"7,0","7,0","8,0",,,,"7,3",0,AM
7,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"10,0","8,0","10,0",,,,"9,3",3,AM
7,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"6,5","10,0","7,0",,,,"7,8",0,AM
7,DC/CCN021,INFORMÁTICA E SOCIEDADE,"9,1","9,1","9,1",,,,"9,1",0,AM
7,CLE/CCHL002,INGLÊS TÉCNICO E CIENTÍFICO,"7,5","8,8","9,0",,,,"8,4",4,AM
7,DC/CCN019,INTRODUÇÃO À LÓGICA,"10,0","10,0","7,5",,,,"9,2",0,AM
7,DFIL/CCHL009,INTRODUÇÃO À METODOLOGIA CIENTÍFICA,"9,0","8,0","9,0",,,,"8,7",0,AM
7,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"3,7","2,5","8,0",,,"7,5","6,1",0,AM
7,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"8,7",,,,,,"8,7",4,AM
8,DC/CCN048,PROGRAMAÇÃO FUNCIONAL,"8,0","9,3","10,0",,,,"9,1",0,AM
8,DC/CCN081,VISÃO COMPUTACIONAL,"8,8","6,0","9,5",,,,"8,1",0,AM
8,DC/CCN042,COMPILADORES,"7,5","7,3","9,6",,,,"8,1",2,AM
8,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"8,6","8,3","9,1",,,,"8,7",2,AM
8,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"10,0","7,6","8,6",,,,"8,7",6,AM
8,DC/CCN058,SISTEMAS EMBARCADOS,"8,5","10,0","10,0",,,,"9,5",0,AM
8,DC/CCN074,TÓPICOS EM REDES DE COMPUTADORES,"8,3","10,0","10,0",,,,"9,4",0,AM
8,DC/CCN044,ENGENHARIA DE SOFTWARE II,"10,0","9,5","8,5",,,,"9,3",0,AM
8,DC/CCN040,SEGURANÇA EM SISTEMAS,"7,6","7,7","8,2",,,,"7,8",8,AM
8,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"8,5","9,8","10,0",,,,"9,4",8,AM
8,DC/CCN030,TEORIA DA COMPUTAÇÃO,"9,8","7,8","9,0",,,,"8,9",4,AM
8,DC/CCN067,TÓPICOS EM BIOINFORMÁTICA,"7,9","10,0","9,1",,,,"9,0",4,AM
8,DC/CCN045,BANCOS DE DADOS RELACIONAIS,"8,0","3,6","6,4",,,"5,4","5,7",2,RN
8,DC/CCN032,COMPUTAÇÃO GRÁFICA,"10,0","10,0","10,0",,,,"10,0",2,AM
8,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"9,3","8,5","7,0",,,,"8,3",0,AM
8,DC/CCN034,PROGRAMAÇÃO LINEAR,"9,0","7,0","10,0",,,,"8,7",0,AM
8,DMAT/CCN034,ÁLGEBRA LINEAR,"7,8","5,5","6,5",,,"6,4","6,5",0,AM
8,DC/CCN039,ENGENHARIA DE SOFTWARE I,"7,4","9,0","3,5",,,"5,6","6,1",3,AM
8,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"6,7","8,5","6,7",,,,"7,3",2,AM
8,DC/CCN035,REDES DE COMPUTADORES,"5,1","6,8","6,0",,,"2,6","4,3",2,RN
8,DC/CCN033,SISTEMAS OPERACIONAIS,"6,9","2,3","8,4",,,"1,5","3,7",8,RN
8,DMAT/CCN034,ÁLGEBRA LINEAR,"5,2","0,0","3,5",,,,"2,9",0,RN
8,DC/CCN031,ARQUITETURA DE COMPUTADORES,"5,5","8,0","7,5",,,,"7,0",2,AM
8,DC/CCN025,BANCO DE DADOS,"9,5","10,0","9,0",,,,"9,5",0,AM
8,CLE/CCHL002,INGLÊS TÉCNICO E CIENTÍFICO,"10,0","9,8","10,0",,,,"9,9",2,AM
8,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"10,0","10,0","9,5",,,,"9,8",0,AM
8,DC/CCN022,ESTRUTURAS DE DADOS,"9,0","8,9","9,0",,,,"9,0",0,AM
8,DC/CCN027,INTERFACE HUMANO COMPUTADOR,"10,0","9,2","9,6",,,,"9,6",0,AM
8,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"7,7","6,8","8,8",,,,"7,8",0,AM
8,CGBEST/CCN013,PROBABILIDADE E ESTATÍSTICA,"9,0","8,9","9,0",,,,"9,0",0,AM
8,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"6,0","6,0","4,0",,,"6,5","5,9",2,RN
8,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"9,2","9,3","9,4",,,,"9,3",0,AM
8,DC/CCN029,CIRCUITOS DIGITAIS,"9,5","9,5","8,4",,,,"9,1",4,AM
8,DMAT/CCN035,MATEMÁTICA DISCRETA,"7,0","7,0","8,0",,,,"7,3",0,AM
8,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"7,3","6,1","3,7",,,"6,6","6,2",0,AM
8,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"10,0",,,,,,"10,0",0,AM
8,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"0,0","0,0","0,0",,,,"0,0",0,RN
8,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"8,0","10,0","10,0",,,,"9,3",0,AM
8,DC/CCN021,INFORMÁTICA E SOCIEDADE,"9,0","9,0","9,0",,,,"9,0",0,AM
8,DC/CCN019,INTRODUÇÃO À LÓGICA,"10,0","9,5","9,8",,,,"9,8",0,AM
8,DFIL/CCHL009,INTRODUÇÃO À METODOLOGIA CIENTÍFICA,"10,0","8,0","10,0",,,,"9,3",0,AM
9,DC/CCN061,PROCESSAMENTO DE LINGUAGEM NATURAL,"8,6","10,0","9,5",,,,"9,4",2,AM
9,DC/CCN071,TÓPICOS EM ENGENHARIA DE SOFTWARE,"9,5","9,2","9,0",,,,"9,2",2,AM
9,DC/CCN049,TRABALHO DE CONCLUSÃO DE CURSO II - TCC II,"10,0","10,0","10,0",,,,"10,0",0,AM
9,DC/CCN047,ESTÁGIO SUPERVISIONADO,"10,0","10,0","10,0","10,0","10,0",,"10,0",0,AM
9,DC/CCN057,REDES NEURAIS ARTIFICIAIS,"10,0","8,0","10,0",,,,"9,3",0,AM
9,DC/CCN046,TRABALHO DE CONCLUSÃO DE CURSO I - TCC I,"10,0","10,0","10,0",,,,"10,0",0,AM
9,DC/CCN042,COMPILADORES,"9,0","8,2","8,8",,,,"8,7",7,AM
9,DC/CCN055,FLUXOS EM REDES,"10,0","9,5","5,8",,,,"8,4",0,AM
9,DC/CCN058,SISTEMAS EMBARCADOS,"10,0","10,0","10,0",,,,"10,0",4,AM
9,DC/CCN067,TÓPICOS EM BIOINFORMÁTICA,"10,0","5,0","9,0",,,,"8,0",2,AM
9,DC/CCN074,TÓPICOS EM REDES DE COMPUTADORES,"10,0","10,0","10,0",,,,"10,0",2,AM
9,DC/CCN045,BANCOS DE DADOS RELACIONAIS,"4,5","10,0","10,0",,,,"8,2",2,AM
9,DC/CCN044,ENGENHARIA DE SOFTWARE II,"9,4","8,1","7,4",,,,"8,3",0,AM
9,DC/CCN048,PROGRAMAÇÃO FUNCIONAL,"9,5","10,0","10,0",,,,"9,8",2,AM
9,DC/CCN081,VISÃO COMPUTACIONAL,"8,0","10,0","9,0",,,,"9,0",2,AM
9,DC/CCN032,COMPUTAÇÃO GRÁFICA,"8,1","9,9","10,0",,,,"9,3",6,AM
9,DC/CCN039,ENGENHARIA DE SOFTWARE I,"9,9","9,5","8,3",,,,"9,2",2,AM
9,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"8,3","5,0","9,3",,,,"7,5",2,AM
9,DC/CCN040,SEGURANÇA EM SISTEMAS,"8,2","6,2","8,6",,,,"7,7",4,AM
9,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"8,9","6,0","8,9",,,,"7,9",2,AM
9,DC/CCN030,TEORIA DA COMPUTAÇÃO,"9,1","4,9","7,4",,,,"7,1",4,AM
9,CGBEST/CCN013,PROBABILIDADE E ESTATÍSTICA,"9,3","8,9","9,3",,,,"9,2",0,AM
9,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"9,2","7,6","6,8",,,,"7,9",0,AM
9,DC/CCN034,PROGRAMAÇÃO LINEAR,"9,0","5,0","10,0",,,,"8,0",0,AM
9,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"9,4","9,9","9,1",,,,"9,5",0,AM
9,DC/CCN035,REDES DE COMPUTADORES,"10,0","9,5","9,0",,,,"9,5",0,AM
9,DC/CCN033,SISTEMAS OPERACIONAIS,"8,9","8,2","8,6",,,,"8,6",0,AM
9,DMAT/CCN034,ÁLGEBRA LINEAR,"9,0","9,6","8,0",,,,"8,9",0,AM
9,DC/CCN031,ARQUITETURA DE COMPUTADORES,"8,5","8,5","10,0",,,,"9,0",0,AM
9,DC/CCN025,BANCO DE DADOS,"8,0","10,0","10,0",,,,"9,3",0,AM
9,DC/CCN027,INTERFACE HUMANO COMPUTADOR,"8,5","10,0","10,0",,,,"9,5",0,AM
9,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"8,0","8,2","7,7",,,,"8,0",0,AM
9,DMAT/CCN035,MATEMÁTICA DISCRETA,"7,0","7,0","8,0",,,,"7,3",0,AM
9,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"10,0","10,0","8,5",,,,"9,5",0,AM
9,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"9,0","9,2","9,6",,,,"9,3",0,AM
9,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"7,6","7,0","10,0",,,,"8,2",0,AM
9,DC/CCN029,CIRCUITOS DIGITAIS,"10,0","9,5","9,4",,,,"9,6",0,AM
9,DC/CCN022,ESTRUTURAS DE DADOS,"9,9","10,0","10,0",,,,"10,0",2,AM
9,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"9,5","9,5","10,0",,,,"9,7",0,AM
9,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"9,3","10,0","10,0",,,,"9,8",0,AM
9,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"7,2","9,6","8,5",,,,"8,4",0,AM
9,DC/CCN021,INFORMÁTICA E SOCIEDADE,"9,0","9,0","9,0",,,,"9,0",0,AM
9,CLE/CCHL002,INGLÊS TÉCNICO E CIENTÍFICO,"9,6","8,2","7,3",,,,"8,4",0,AM
9,DC/CCN019,INTRODUÇÃO À LÓGICA,"10,0","10,0","10,0",,,,"10,0",1,AM
9,DFIL/CCHL009,INTRODUÇÃO À METODOLOGIA CIENTÍFICA,"10,0","7,5","7,5",,,,"8,3",0,AM
9,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"10,0",,,,,,"10,0",0,AM
10,DC/CCN027,INTERFACE HUMANO COMPUTADOR,"9,0","10,0","10,0",,,,"9,7",14,AM
10,DC/CCN064,REDES DE COMUNICAÇÃO SEM FIO,"7,7","7,0","8,5",,,,"7,7",0,AM
10,DC/CCN074,TÓPICOS EM REDES DE COMPUTADORES,"8,6","10,0","10,0",,,,"9,5",8,AM
10,DC/CCN032,COMPUTAÇÃO GRÁFICA,"8,7","8,4","9,0",,,,"8,7",10,AM
10,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"7,1","7,1","8,5",,,,"7,6",6,AM
10,DC/CCN040,SEGURANÇA EM SISTEMAS,"6,3","8,8","8,8",,,,"8,0",12,AM
10,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"9,0","10,0","10,0",,,,"9,7",14,AM
10,DC/CCN067,TÓPICOS EM BIOINFORMÁTICA,"8,5","9,0","10,0",,,,"9,2",6,AM
10,DC/CCN044,ENGENHARIA DE SOFTWARE II,"9,5","9,0","9,0",,,,"9,2",4,AM
10,CGBEST/CCN013,PROBABILIDADE E ESTATÍSTICA,"10,0","8,0","8,3",,,,"8,8",4,AM
10,DC/CCN033,SISTEMAS OPERACIONAIS,"10,0","8,5","10,0",,,,"9,5",12,AM
10,DC/CCN042,COMPILADORES,"9,6","5,8","6,9",,,,"7,4",13,AM
10,DC/CCN039,ENGENHARIA DE SOFTWARE I,"7,8","6,5","6,7",,,,"7,0",10,AM
10,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"10,0","10,0","10,0",,,,"10,0",0,AM
10,DC/CCN058,SISTEMAS EMBARCADOS,"8,0","6,0","10,0",,,,"8,0",6,AM
10,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"8,0","7,2","8,0",,,,"7,7",10,AM
10,DC/CCN035,REDES DE COMPUTADORES,"8,0","7,7","6,6",,,,"7,4",6,AM
10,DC/CCN030,TEORIA DA COMPUTAÇÃO,"6,2","4,3","8,2",,,"7,8","7,0",12,AM
10,DC/CCN031,ARQUITETURA DE COMPUTADORES,"6,8","7,0","7,5",,,,"7,1",2,AM
10,DC/CCN034,PROGRAMAÇÃO LINEAR,"8,3","6,0","9,2",,,,"7,8",0,AM
10,DC/CCN036,PROJETO E ANÁLISE DE ALGORITMOS,"5,3","9,3","7,4",,,,"7,3",6,AM
10,DMAT/CCN034,ÁLGEBRA LINEAR,"4,5","7,0","10,0",,,,"7,2",0,AM
10,DC/CCN031,ARQUITETURA DE COMPUTADORES,"7,0","0,0","0,0",,,,"2,3",0,RN
10,DC/CCN025,BANCO DE DADOS,"10,0","9,0","10,0",,,,"9,7",0,AM
10,DC/CCN028,TEORIA E APLICAÇÕES EM GRAFOS,"9,8","10,0","10,0",,,,"9,9",0,AM
10,DC/CCN022,ESTRUTURAS DE DADOS,"8,0","9,8","9,0",,,,"8,9",2,AM
10,DC/CCN024,LABORATÓRIO DE PROGRAMAÇÃO,"10,0","8,3","10,0",,,,"9,4",2,AM
10,DMAT/CCN035,MATEMÁTICA DISCRETA,"7,0","7,0","8,0",,,,"7,3",0,AM
10,DC/CCN023,PROGRAMAÇÃO ORIENTADA A OBJETOS,"10,0","10,0","10,0",,,,"10,0",2,AM
10,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"0,0","0,0","0,0",,,,"0,0",0,RN
10,DMAT/CCN033,CÁLCULO DIFERENCIAL E INTEGRAL II,"9,0","6,5","10,0",,,,"8,5",0,AM
10,DC/CCN029,CIRCUITOS DIGITAIS,"10,0","9,5","10,0",,,,"9,8",2,AM
10,DC/CCN026,PROGRAMAÇÃO ESTRUTURADA,"9,5","7,5","8,0",,,,"8,3",2,AM
10,DMAT/CCN032,CÁLCULO DIFERENCIAL E INTEGRAL I,"6,8","9,4","8,7",,,,"8,3",0,AM
10,DC/CCN021,INFORMÁTICA E SOCIEDADE,"9,0","9,0","9,0",,,,"9,0",0,AM
10,CLE/CCHL002,INGLÊS TÉCNICO E CIENTÍFICO,"7,3","8,1","7,1",,,,"7,5",0,AM
10,DC/CCN019,INTRODUÇÃO À LÓGICA,"9,9","9,9","9,9",,,,"9,9",2,AM
10,DFIL/CCHL009,INTRODUÇÃO À METODOLOGIA CIENTÍFICA,"10,0","7,0","7,0",,,,"8,0",0,AM
10,DC/CCN020,SEMINÁRIOS DE INTRODUÇÃO AO CURSO,"10,0",,,,,,"10,0",0,AM
11,DC/CCN042,COMPILADORES,"2,9","3,5","10,0",,,"7,5","6,5",14,AM
11,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"4,5","8,5","6,7",,,"10,0","8,3",14,AM
11,DC/CCN058,SISTEMAS EMBARCADOS,"5,5","9,0","6,7",,,,"7,1",8,AM
11,DC/CCN044,ENGENHARIA DE SOFTWARE II,"7,0","6,5","8,5",,,,"7,3",15,AM
11,DC/CCN043,LINGUAGENS DE PROGRAMAÇÃO,"4,7","7,4","5,1",,,"1,2","3,4",14,RN
11,DC/CCN040,SEGURANÇA EM SISTEMAS,"4,4","2,6","9,1",,,"4,9","5,2",14,RN
11,DC/CCN057,REDES NEURAIS ARTIFICIAIS,"3,0","5,0","0,0",,,,"2,7",0,RN
11,DC/CCN040,SEGURANÇA EM SISTEMAS,"2,4","5,8","4,8",,,"8,1","6,2",8,AM
11,DC/CCN038,SISTEMAS DISTRIBUÍDOS,"8,5","9,0","10,0",,,,"9,2",12,AM
11,DC/CCN030,TEORIA DA COMPUTAÇÃO,"9,5","6,0","9,8",,,,"8,4",12,AM
11,DC/CCN039,ENGENHARIA DE SOFTWARE I,"7,2","8,0","7,5",,,,"7,6",11,AM
11,DC/CCN055,FLUXOS EM REDES,"7,0","10,0","1,3",,,"4,8","5,4",0,RN
11,DC/CCN035,REDES DE COMPUTADORES,"6,5","7,7","7,5",,,,"7,2",0,AM
11,DC/CCN033,SISTEMAS OPERACIONAIS,"8,0","8,5","9,0",,,,"8,5",10,AM
11,DC/CCN030,TEORIA DA COMPUTAÇÃO,"6,4","4,7","1,0",,,"8,0","6,0",6,AM
11,DC/CCN067,TÓPICOS EM BIOINFORMÁTICA,"10,0","4,0","9,3",,,,"7,8",0,AM
11,DC/CCN045,BANCOS DE DADOS RELACIONAIS,"4,4","10,0","10,0",,,,"8,1",8,AM
11,DC/CCN032,COMPUTAÇÃO GRÁFICA,"9,6","5,3","7,5",,,,"7,5",13,AM
11,DC/CCN041,INTELIGÊNCIA ARTIFICIAL,"5,8","7,0","10,0",,,,"7,6",8,AM
11,DC/CCN037,PROCESSAMENTO DIGITAL DE IMAGENS,"6,0","8,4","7,6",,,,"7,3",12,AM
11,DC/CCN031,ARQUITETURA DE COMPUTADORES,"8,3","7,0","7,5",,,,"7,6",10,AM
